"","experience","wage_h","logwage_h","school","school_father","school_mother","married","male","d_north","d_centre","d_south","d_partime","d_agri","d_indu","d_pa"
"4022",17,9.509375,2.252278,13,8,8,1,1,0,1,0,0,0,1,0
"40231",34,11.49826,2.442196,13,18,8,1,1,0,1,0,0,0,0,1
"40271",22,9.695833,2.271696,13,0,0,1,1,0,0,1,0,0,0,1
"4030",25,4.475,1.498506,11,0,0,1,0,0,0,1,0,0,0,1
"40351",20,8.390625,2.127115,13,8,8,1,1,0,0,1,0,0,0,1
"40361",20,9.322917,2.232476,18,8,8,1,0,0,0,1,0,0,0,1
"4041",15,8.390625,2.127115,8,0,0,1,1,0,0,1,0,0,1,0
"40451",10,4.475,1.498506,8,5,5,1,1,0,0,1,0,0,1,0
"40471",16,13.425,2.597119,13,5,5,1,1,0,0,1,0,0,0,0
"40481",16,6.992188,1.944793,13,5,5,1,0,0,0,1,1,0,0,1
"4049",16,11.635,2.454018,13,5,5,1,0,0,0,1,0,0,0,1
"40501",40,8.390625,2.127115,8,0,5,1,1,0,0,1,0,0,1,0
"4055",25,10.90781,2.389479,18,13,8,1,0,0,0,1,0,0,0,1
"40561",16,7.14757,1.966772,8,5,5,1,1,0,0,1,0,1,0,0
"40571",5,8.670313,2.159905,13,5,0,1,0,0,0,1,0,0,0,1
"40581",6,8.390625,2.127115,8,5,5,1,1,0,0,1,0,0,1,0
"40591",24,13.54276,2.605852,13,5,8,1,1,0,0,1,0,0,1,0
"40601",20,11.1875,2.414797,8,5,5,1,0,0,0,1,1,0,0,0
"40611",13,12.30625,2.510107,11,5,0,1,1,0,0,1,0,0,1,0
"40621",22,11.1875,2.414797,5,0,0,1,1,0,0,1,0,0,1,0
"40631",37,12.30625,2.510107,8,0,5,1,1,0,0,1,0,0,0,1
"40641",7,9.789063,2.281266,8,5,5,1,1,0,0,1,0,0,1,0
"4065",16,15.53819,2.743301,18,8,5,1,1,0,0,1,0,0,0,1
"40661",14,12.43056,2.520158,18,8,5,1,0,0,0,1,0,0,0,1
"40691",5,5.127604,1.634639,8,0,0,1,0,0,0,1,0,0,1,0
"40711",25,6.7125,1.903971,13,8,5,1,1,0,0,1,0,0,0,0
"40721",29,6.7125,1.903971,13,5,5,1,0,0,0,1,0,0,0,0
"40751",16,47.94643,3.870084,18,18,13,1,1,0,0,1,0,0,0,1
"40761",22,15.6625,2.751269,13,13,8,1,1,0,0,1,0,0,0,0
"40771",16,22.375,3.107944,13,8,8,1,1,0,0,1,0,0,0,0
"40781",37,9.944445,2.297014,13,5,5,1,1,0,0,1,0,0,0,1
"4079",23,10.56597,2.357639,13,0,5,1,0,0,0,1,0,0,0,1
"40801",10,10.93889,2.392324,13,5,5,1,1,0,0,1,0,0,1,0
"40821",10,19.01875,2.945425,18,8,5,1,1,0,0,1,0,0,0,1
"40831",25,23.27,3.147165,13,13,13,1,0,0,0,1,0,0,0,1
"40841",32,14.7204,2.689234,13,5,5,1,1,0,0,1,0,0,0,0
"4085",24,11.93333,2.479336,13,8,0,1,0,0,0,1,0,0,0,1
"40861",30,12.75375,2.545825,8,5,0,1,1,0,0,1,0,0,1,0
"40871",25,6.777761,1.913647,8,5,5,1,1,0,0,1,0,0,0,1
"4088",22,14.20315,2.653464,18,5,5,1,0,0,0,1,0,0,0,1
"4089",19,17.34063,2.853052,13,5,5,1,1,0,0,1,0,0,0,0
"4091",10,7.458333,2.009332,13,8,5,1,0,0,0,1,0,0,0,1
"40921",10,12.13844,2.496377,8,0,0,1,0,0,0,1,0,0,0,0
"40931",20,9.509375,2.252278,13,5,8,1,1,0,0,1,0,0,0,0
"4094",25,0.3516071,-1.045241,11,0,5,1,1,0,0,1,0,0,0,0
"40961",13,9.589286,2.260646,13,0,0,1,1,0,0,1,0,0,0,1
"40991",35,6.610795,1.888704,8,5,8,1,1,0,0,1,0,0,1,0
"41011",27,8.055,2.086293,11,5,5,1,1,0,0,1,0,0,1,0
"41021",14,3.35625,1.210824,5,0,0,0,0,0,0,1,1,0,0,0
"41031",21,6.600625,1.887164,5,5,0,1,1,0,0,1,0,0,1,0
"41051",12,9.229688,2.222425,8,5,0,1,1,0,0,1,0,0,0,0
"4106",28,8.142015,2.097038,8,0,0,1,1,0,0,1,0,0,0,1
"4107",19,4.69875,1.547297,13,0,0,1,0,0,0,1,0,1,0,0
"41111",16,8.95,2.191653,18,13,8,1,1,0,0,1,0,0,0,1
"41121",18,11.1875,2.414797,18,13,8,1,0,0,0,1,0,0,0,0
"41151",10,5.59375,1.72165,8,5,5,1,1,0,0,1,0,0,1,0
"4116",13,6.013281,1.79397,13,8,5,1,1,0,0,1,0,0,0,0
"41171",30,9.074306,2.205447,11,5,5,1,0,0,0,1,0,0,0,1
"41181",19,7.83125,2.058122,8,5,5,1,1,0,0,1,0,0,0,0
"41191",18,7.83125,2.058122,8,5,5,1,0,0,0,1,0,0,0,0
"41201",21,7.271875,1.984014,8,8,5,1,1,0,0,1,0,0,0,0
"4121",29,11.1875,2.414797,13,18,18,1,0,0,0,1,0,0,0,0
"41221",16,11.1875,2.414797,13,8,8,0,1,0,0,1,0,0,0,1
"41231",26,7.999063,2.079324,8,5,5,1,1,0,0,1,0,0,0,1
"4124",16,5.37,1.680828,0,5,5,1,1,0,0,1,0,0,1,0
"4125",20,21.81562,3.082626,18,5,5,1,1,0,0,1,0,0,0,1
"41261",6,21.00764,3.044886,18,13,13,1,0,0,0,1,0,0,0,1
"41271",6,7.271875,1.984014,8,5,5,1,1,0,0,1,0,0,0,0
"41281",16,11.635,2.454018,13,5,5,1,0,0,0,1,0,0,0,1
"41291",4,5.8175,1.760871,5,8,8,1,1,0,0,1,0,0,1,0
"41311",18,11.1875,2.414797,13,5,5,1,1,0,0,1,0,0,0,0
"41321",30,11.1875,2.414797,13,5,5,1,1,0,0,1,0,0,0,1
"41331",10,7.83125,2.058122,8,5,5,1,1,0,0,1,0,0,1,0
"41341",26,10.06875,2.309437,13,5,5,0,0,0,0,1,0,0,0,1
"41351",35,14.29514,2.65992,8,5,5,1,1,0,0,1,0,0,0,1
"41371",26,7.048125,1.952762,5,0,5,1,1,0,0,1,0,0,1,0
"4138",25,5.034375,1.616289,5,0,0,1,0,0,0,1,1,1,0,0
"41391",23,21.15454,3.051855,18,8,5,0,1,0,0,1,0,0,0,1
"41401",21,10.56597,2.357639,8,13,5,1,1,0,0,1,0,0,0,1
"41411",28,5.873437,1.77044,5,0,0,1,1,0,0,1,0,0,0,0
"4142",25,11.1875,2.414797,5,0,5,1,1,0,0,1,0,0,0,0
"41441",4,10.96375,2.394594,13,5,5,0,0,1,0,0,0,0,0,0
"41451",13,17.34063,2.853052,13,8,8,1,1,1,0,0,0,0,0,0
"4146",8,9.509375,2.252278,13,8,8,1,0,1,0,0,0,0,0,0
"41471",33,11.74687,2.463587,8,5,5,1,1,1,0,0,0,0,0,0
"4148",18,10.06875,2.309437,8,5,5,1,0,1,0,0,0,0,0,0
"41491",24,11.1875,2.414797,13,5,5,0,0,1,0,0,0,0,0,0
"41511",15,9.845,2.286964,13,8,5,1,1,1,0,0,0,0,0,1
"41521",32,18.17969,2.900305,18,5,5,1,1,1,0,0,0,0,1,0
"41531",23,6.544687,1.878654,8,5,5,1,0,1,0,0,0,0,1,0
"4154",26,10.74,2.373975,8,5,5,1,1,1,0,0,0,0,0,0
"41551",25,7.682084,2.038891,8,5,5,1,0,1,0,0,1,0,1,0
"41561",37,10.57727,2.358708,8,5,5,1,1,1,0,0,0,0,1,0
"41591",31,14.54375,2.677161,13,13,13,1,0,1,0,0,0,0,0,1
"41601",17,19.49111,2.969959,8,8,8,1,1,1,0,0,0,0,0,0
"41611",15,8.800834,2.174846,8,8,8,1,0,1,0,0,0,0,0,0
"41621",25,18.795,2.933591,13,5,5,1,1,1,0,0,0,0,1,0
"41631",7,9.3975,2.240444,13,8,13,1,0,1,0,0,0,0,1,0
"41641",26,8.614375,2.153432,8,5,8,0,0,1,0,0,0,0,0,0
"4165",17,9.067763,2.204726,8,8,8,0,0,1,0,0,0,0,1,0
"41661",20,10.06875,2.309437,8,5,5,1,1,1,0,0,0,0,1,0
"41671",6,8.592,2.150831,8,5,5,1,0,1,0,0,1,0,0,0
"41691",25,12.50763,2.526339,13,5,5,1,0,1,0,0,0,0,0,1
"41701",10,7.780906,2.051673,8,8,5,0,0,1,0,0,0,0,0,1
"41721",34,9.789063,2.281266,8,5,5,1,1,1,0,0,0,0,1,0
"41731",40,24.09615,3.182052,13,5,5,1,1,1,0,0,0,0,0,0
"4175",18,9.322917,2.232476,13,18,13,1,1,1,0,0,0,0,0,0
"41761",4,5.450321,1.695674,8,18,13,1,0,1,0,0,0,0,1,0
"41771",10,8.701389,2.163483,13,8,8,0,0,1,0,0,0,0,0,1
"41801",10,11.1875,2.414797,13,13,8,1,0,1,0,0,0,0,0,0
"41821",18,11.47436,2.440115,11,8,8,1,1,1,0,0,0,0,1,0
"41831",15,7.271875,1.984014,11,5,8,1,0,1,0,0,1,0,1,0
"4185",24,13.98438,2.637941,13,5,0,1,1,1,0,0,0,0,1,0
"41861",37,11.93333,2.479336,13,5,5,0,0,1,0,0,0,0,0,1
"4187",18,8.079861,2.089375,8,5,5,1,0,1,0,0,0,0,0,1
"41891",20,7.83125,2.058122,8,0,0,1,1,1,0,0,0,0,1,0
"4190",30,11.1875,2.414797,13,0,0,1,1,1,0,0,0,0,1,0
"41911",26,9.322917,2.232476,13,5,8,1,0,1,0,0,1,0,0,1
"41921",30,9.802381,2.282625,8,5,5,1,1,0,1,0,0,0,1,0
"4194",25,9.695833,2.271696,13,8,5,1,1,0,1,0,0,0,0,1
"4195",10,9.695833,2.271696,13,8,5,1,0,0,1,0,0,0,0,1
"4196",11,12.92778,2.559378,13,8,5,1,1,1,0,0,0,0,1,0
"4197",6,8.390625,2.127115,13,13,13,1,0,1,0,0,1,0,0,0
"41981",9,13.425,2.597119,13,8,8,0,1,1,0,0,0,0,1,0
"41991",6,12.78571,2.548328,18,8,8,0,0,1,0,0,0,0,0,0
"4200",6,9.944445,2.297014,13,8,8,0,1,1,0,0,0,0,0,0
"42011",32,8.110937,2.093213,8,5,5,1,1,1,0,0,0,0,1,0
"42021",26,14.54375,2.677161,13,5,5,1,1,1,0,0,0,0,0,0
"42031",15,8.390625,2.127115,8,8,5,1,0,1,0,0,0,0,1,0
"4204",30,10.90781,2.389479,8,5,0,1,1,1,0,0,0,0,1,0
"42051",10,9.3975,2.240444,13,8,8,1,1,1,0,0,0,0,1,0
"42061",1,8.614375,2.153432,16,13,13,1,0,1,0,0,0,0,0,0
"42071",10,6.7125,1.903971,13,13,13,0,0,1,0,0,0,0,0,0
"42081",13,15.6625,2.751269,13,13,8,0,1,1,0,0,0,0,0,0
"42091",13,10.28041,2.33024,13,13,13,0,1,1,0,0,0,0,0,1
"42101",25,11.1875,2.414797,13,13,8,0,0,1,0,0,0,0,0,0
"42111",20,9.509375,2.252278,13,18,13,0,0,1,0,0,0,0,0,0
"42121",6,8.838124,2.179075,8,0,0,1,1,1,0,0,0,0,1,0
"42131",20,9.509375,2.252278,13,13,13,0,0,1,0,0,0,0,0,0
"4214",3,11.635,2.454018,8,0,0,1,0,1,0,0,0,0,0,0
"42171",8,7.999063,2.079324,13,0,0,1,1,1,0,0,0,0,1,0
"42191",3,9.88975,2.291499,18,8,5,1,1,1,0,0,0,0,0,0
"42201",6,6.544687,1.878654,18,18,13,1,0,1,0,0,0,0,0,0
"42231",5,8.95,2.191653,13,8,8,1,1,1,0,0,0,0,1,0
"42241",20,7.863214,2.062196,13,8,5,1,1,1,0,0,0,0,0,0
"4225",5,7.135811,1.965126,8,5,5,1,0,1,0,0,0,0,0,0
"4226",40,6.824375,1.920501,5,0,0,1,0,1,0,0,0,0,1,0
"4227",31,8.838124,2.179075,8,5,5,1,1,1,0,0,0,0,1,0
"42281",28,8.838124,2.179075,8,5,5,1,0,1,0,0,0,0,1,0
"42291",13,8.751111,2.169181,11,8,8,0,1,1,0,0,0,0,0,0
"42301",22,18.07211,2.89437,18,8,5,1,0,1,0,0,1,0,0,0
"42311",8,9.3975,2.240444,13,8,8,1,0,1,0,0,0,0,1,0
"42321",24,7.539402,2.020143,8,13,13,1,1,1,0,0,0,0,1,0
"42331",17,8.390625,2.127115,8,0,8,1,1,1,0,0,0,0,1,0
"42341",23,6.992188,1.944793,13,0,0,1,0,1,0,0,1,0,0,1
"42351",30,10.57727,2.358708,13,5,5,1,1,1,0,0,0,0,1,0
"4236",24,8.5025,2.14036,13,5,5,1,0,1,0,0,0,0,0,1
"4237",13,11.74687,2.463587,13,18,8,0,0,1,0,0,0,0,0,0
"42391",5,4.475,1.498506,11,8,8,1,1,1,0,0,0,0,1,0
"42401",40,8.95,2.191653,8,5,8,1,0,1,0,0,0,0,0,1
"42411",38,18.17969,2.900305,18,5,8,1,0,1,0,0,1,0,0,1
"42421",21,12.43056,2.520158,13,18,5,0,0,1,0,0,0,0,1,0
"4244",22,11.1875,2.414797,13,8,8,1,1,1,0,0,1,0,0,0
"4245",14,14.13158,2.648412,18,8,8,1,0,1,0,0,0,0,0,1
"42471",30,11.1875,2.414797,13,5,13,1,1,1,0,0,0,0,0,0
"42481",3,15.215,2.722282,18,8,5,1,1,1,0,0,0,0,1,0
"42491",4,12.86563,2.554559,18,13,8,1,0,1,0,0,0,0,0,0
"42501",32,14.91667,2.702479,13,5,5,1,1,1,0,0,0,0,0,0
"42511",15,6.7125,1.903971,13,8,13,0,0,1,0,0,0,0,0,0
"4252",28,9.29423,2.229394,13,8,8,1,1,1,0,0,0,0,1,0
"42531",38,10.18062,2.320486,13,8,8,1,1,1,0,0,0,0,0,1
"4254",40,10.62813,2.363504,11,8,8,1,0,1,0,0,0,0,1,0
"42551",9,6.463889,1.866231,8,5,5,1,1,0,0,1,0,0,0,0
"42561",6,6.153125,1.81696,8,5,5,1,0,0,0,1,0,0,0,1
"42581",19,14.29514,2.65992,13,5,5,1,1,1,0,0,0,0,0,1
"4259",16,17.005,2.833507,13,8,8,1,0,1,0,0,1,0,0,1
"42601",10,13.14531,2.576065,18,5,5,1,1,1,0,0,0,0,1,0
"42611",20,8.5025,2.14036,13,13,13,0,0,1,0,0,1,0,0,0
"4262",7,7.271875,1.984014,8,5,0,1,1,0,0,1,0,1,0,0
"42641",16,8.110937,2.093213,13,5,5,0,1,0,0,1,0,1,0,0
"42651",12,8.95,2.191653,13,5,13,0,0,1,0,0,0,0,0,1
"42661",15,8.95,2.191653,8,8,8,0,1,1,0,0,0,0,1,0
"42671",22,11.88672,2.475422,13,5,8,1,1,1,0,0,0,0,0,1
"42681",17,692.73,6.54064,16,8,5,1,0,1,0,0,0,0,0,1
"42691",20,14.60031,2.681043,13,8,8,1,1,1,0,0,0,0,0,0
"42701",33,14.54375,2.677161,13,13,13,1,1,1,0,0,0,0,1,0
"42711",23,10.18062,2.320486,13,8,0,0,1,1,0,0,0,0,1,0
"4272",16,7.458333,2.009332,8,5,8,0,1,1,0,0,0,0,0,0
"42731",10,7.271875,1.984014,8,8,8,0,0,1,0,0,0,0,0,0
"42741",11,17.66447,2.871556,18,13,13,1,1,1,0,0,0,0,0,1
"42751",4,8.95,2.191653,13,13,13,0,1,1,0,0,0,0,1,0
"4276",11,7.458333,2.009332,8,5,5,1,0,1,0,0,0,0,0,0
"42781",23,15.6625,2.751269,13,13,13,1,1,1,0,0,0,0,0,0
"4279",27,13.14531,2.576065,13,8,8,1,0,1,0,0,0,0,0,0
"42801",18,8.95,2.191653,11,8,8,0,1,1,0,0,0,0,1,0
"42811",16,44.75,3.801091,13,5,13,0,0,1,0,0,0,0,0,1
"42821",20,13.14531,2.576065,13,18,13,0,0,1,0,0,0,0,0,0
"4283",6,17.24877,2.847741,8,8,8,1,1,1,0,0,0,0,0,1
"4284",6,11.24779,2.420171,11,8,5,1,0,1,0,0,0,0,0,1
"4285",20,7.671429,2.037503,13,5,5,0,0,1,0,0,0,0,0,0
"42861",16,8.310715,2.117546,13,5,5,0,0,1,0,0,0,0,0,0
"42881",4,5.034375,1.616289,13,5,5,0,0,1,0,0,0,1,0,0
"42891",20,10.62813,2.363504,13,13,13,1,1,1,0,0,0,0,0,1
"42901",15,9.509375,2.252278,13,8,13,1,1,1,0,0,0,0,0,1
"42911",20,8.95,2.191653,8,13,18,1,0,1,0,0,0,0,0,1
"42921",10,11.1875,2.414797,13,5,5,1,1,1,0,0,0,0,0,1
"42931",15,7.83125,2.058122,13,5,5,0,0,1,0,0,0,0,0,0
"42941",21,15.53819,2.743301,13,13,8,1,1,0,1,0,0,0,0,0
"42951",17,13.425,2.597119,13,8,13,1,0,0,1,0,0,0,0,1
"42961",17,8.95,2.191653,13,5,5,1,0,0,1,0,0,0,0,0
"42971",25,9.509375,2.252278,11,5,5,1,1,0,1,0,0,0,1,0
"42981",9,9.509375,2.252278,18,18,13,1,1,0,1,0,0,0,0,0
"42991",32,11.1875,2.414797,13,13,13,1,0,0,1,0,0,0,0,1
"43001",30,22.375,3.107944,13,8,0,1,1,0,1,0,0,0,0,0
"43021",10,6.108375,1.809661,8,8,5,1,1,0,0,1,0,0,0,0
"43031",7,6.04125,1.798611,8,8,5,1,1,0,0,1,0,0,1,0
"43041",25,6.889635,1.930018,8,5,5,1,1,0,0,1,0,0,0,0
"43051",35,11.1875,2.414797,8,0,5,1,1,0,0,1,0,0,0,1
"4306",10,7.671429,2.037503,8,5,5,1,0,0,0,1,0,1,0,0
"43071",4,5.59375,1.72165,8,0,0,1,0,0,0,1,0,1,0,0
"43081",15,5.966667,1.786188,8,5,0,1,1,0,0,1,0,1,0,0
"43091",30,7.671429,2.037503,8,0,0,1,1,0,0,1,0,1,0,0
"43101",18,7.83125,2.058122,8,0,0,1,0,0,0,1,0,1,0,0
"43131",27,7.458333,2.009332,13,5,5,1,0,1,0,0,0,0,0,1
"43141",20,24.05313,3.180265,18,18,18,1,1,0,1,0,0,0,0,0
"4315",12,13.54276,2.605852,18,13,13,1,0,0,1,0,0,0,0,1
"4316",17,12.11979,2.49484,18,0,5,1,0,0,1,0,0,0,0,1
"4317",23,9.789063,2.281266,13,5,5,1,1,0,1,0,0,0,0,0
"43181",12,15.30921,2.728455,13,8,8,0,1,0,1,0,0,0,0,0
"43191",12,21.16554,3.052374,18,18,13,1,0,0,1,0,0,0,0,1
"4320",38,15.6625,2.751269,8,5,5,0,0,0,1,0,0,0,0,0
"4321",3,11.92685,2.478792,13,13,13,1,0,0,1,0,0,0,0,0
"43241",30,9.944445,2.297014,13,5,5,1,0,0,1,0,0,0,0,1
"43251",35,20.1375,3.002584,8,5,5,1,1,0,1,0,0,0,1,0
"43271",20,4.69875,1.547297,8,5,5,0,0,0,1,0,1,0,0,0
"43301",38,8.701389,2.163483,13,5,5,1,1,0,1,0,0,0,0,1
"43311",36,10.25521,2.327786,18,5,5,1,0,0,1,0,0,0,0,1
"43361",7,10.28041,2.33024,18,5,8,1,1,0,1,0,0,0,0,1
"4337",5,10.56597,2.357639,18,5,5,1,0,0,1,0,0,0,0,1
"4338",20,8.726251,2.166336,8,5,5,1,1,0,1,0,0,0,1,0
"4339",23,9.509375,2.252278,8,5,5,1,0,0,1,0,0,0,0,1
"43411",16,14.54375,2.677161,13,13,13,1,1,0,1,0,0,0,1,0
"43421",13,13.54276,2.605852,13,18,13,1,0,0,1,0,0,0,0,0
"43441",18,8.390625,2.127115,8,8,8,1,1,0,1,0,0,0,1,0
"43451",11,7.351786,1.994943,13,5,5,1,0,0,1,0,1,0,0,0
"43461",34,9.509375,2.252278,13,5,5,1,1,0,1,0,0,0,1,0
"43471",33,11.1875,2.414797,13,5,5,1,0,0,1,0,0,0,0,1
"43481",20,18.5477,2.920346,16,18,5,1,1,0,1,0,0,0,0,1
"43491",27,9.447222,2.245721,11,8,8,1,1,0,1,0,0,0,1,0
"43501",33,10.25521,2.327786,8,5,5,1,1,0,1,0,0,0,0,1
"43511",29,8.390625,2.127115,8,5,5,1,0,0,1,0,0,0,0,0
"43531",13,16.48684,2.802562,18,18,8,0,0,0,1,0,0,0,0,0
"43541",24,9.589286,2.260646,13,0,0,0,0,0,1,0,0,0,0,1
"43551",24,9.229688,2.222425,13,13,13,0,0,0,1,0,0,0,1,0
"4356",29,9.229688,2.222425,13,5,5,0,0,0,1,0,0,0,0,1
"4358",22,8.95,2.191653,13,13,8,1,1,0,1,0,0,0,1,0
"43601",39,10.62813,2.363504,13,5,5,1,1,0,1,0,0,0,0,0
"43611",20,9.63368,2.265265,8,0,0,1,0,0,1,0,0,0,0,1
"4362",35,14.01381,2.640044,13,8,5,1,1,0,1,0,0,0,0,1
"43641",25,15.77437,2.758387,18,18,18,0,0,0,1,0,0,0,0,1
"43651",30,9.571527,2.258793,18,18,18,0,1,0,1,0,0,0,0,1
"43661",13,11.1875,2.414797,18,13,5,1,1,0,1,0,0,0,0,1
"43671",4,10.59868,2.36073,18,18,13,1,0,0,1,0,0,0,0,1
"43711",6,8.390625,2.127115,8,5,5,1,1,0,0,1,0,0,0,0
"43721",6,6.787084,1.915021,8,5,0,0,0,0,0,1,1,0,0,0
"4374",21,6.7125,1.903971,11,5,5,1,0,0,0,1,0,0,0,1
"43751",15,10.32692,2.334754,13,0,5,0,1,0,0,1,0,0,1,0
"4376",30,13.05208,2.568948,13,5,5,1,1,0,0,1,0,0,0,1
"4377",15,16.78125,2.820262,13,5,5,1,0,0,0,1,0,0,0,1
"43781",36,7.551562,2.021755,8,5,5,1,1,1,0,0,0,0,1,0
"43791",15,8.110937,2.093213,8,8,8,1,0,1,0,0,0,0,1,0
"43801",21,8.95,2.191653,8,8,5,1,1,1,0,0,0,0,1,0
"43811",9,8.670313,2.159905,13,8,8,0,0,1,0,0,0,0,0,0
"43821",1,8.670313,2.159905,13,8,13,0,0,1,0,0,0,0,0,0
"4385",15,7.551562,2.021755,8,5,8,1,0,1,0,0,0,0,1,0
"43871",38,11.1875,2.414797,8,0,5,1,0,1,0,0,0,0,0,0
"43891",14,8.390625,2.127115,13,8,8,0,0,0,0,1,0,0,1,0
"43901",16,7.271875,1.984014,8,5,5,1,0,0,0,1,0,0,1,0
"43911",17,11.1875,2.414797,13,5,5,1,0,0,0,1,0,0,0,0
"43921",32,9.589286,2.260646,8,5,5,1,1,0,0,1,0,0,1,0
"4394",33,10.56597,2.357639,11,5,0,1,1,0,0,1,0,0,0,1
"43951",24,17.71354,2.874329,13,5,0,1,0,0,0,1,0,0,0,1
"43971",25,8.95,2.191653,8,5,5,0,0,0,0,1,0,0,1,0
"43991",2,8.390625,2.127115,13,13,8,0,0,1,0,0,0,0,1,0
"44061",5,11.74687,2.463587,18,5,5,0,1,1,0,0,0,0,0,0
"4409",28,6.7125,1.903971,8,5,5,1,1,1,0,0,0,0,1,0
"4410",22,10.44167,2.345804,11,5,5,1,0,1,0,0,1,0,0,1
"44131",8,7.271875,1.984014,8,0,0,1,1,1,0,0,0,0,1,0
"44141",4,5.37,1.680828,8,0,0,1,1,1,0,0,0,0,1,0
"4418",17,4.363125,1.473189,13,5,5,1,0,1,0,0,0,0,0,0
"4419",33,24.86111,3.213305,18,8,5,1,1,1,0,0,0,0,0,1
"44201",36,9.944445,2.297014,13,0,0,1,1,1,0,0,0,0,1,0
"4421",15,5.718055,1.743629,8,5,0,1,0,1,0,0,1,0,0,0
"44231",27,15.98214,2.771472,13,5,5,1,1,1,0,0,0,0,0,1
"44241",23,11.50714,2.442968,13,8,5,1,0,1,0,0,0,0,0,1
"44251",22,7.932955,2.071026,8,5,5,0,1,1,0,0,0,0,1,0
"44271",28,8.157552,2.098944,8,13,8,1,1,1,0,0,0,0,1,0
"4428",9,11.74687,2.463587,13,5,5,1,0,1,0,0,0,0,0,1
"44291",29,9.571527,2.258793,8,8,5,1,1,1,0,0,0,0,0,1
"4430",30,22.375,3.107944,18,13,13,1,1,1,0,0,0,0,0,1
"44321",30,10.65476,2.366007,13,13,13,1,1,1,0,0,0,0,0,0
"4433",20,8.95,2.191653,13,5,5,1,0,1,0,0,1,0,1,0
"44341",31,13.67361,2.615468,13,8,8,1,0,1,0,0,0,0,0,1
"44351",24,10.56597,2.357639,13,5,5,1,0,1,0,0,0,0,1,0
"44361",29,11.80903,2.468864,13,5,5,1,1,1,0,0,0,0,0,1
"4437",23,15.6625,2.751269,18,18,18,0,0,1,0,0,0,0,0,1
"44381",22,10.06875,2.309437,11,5,0,0,1,1,0,0,0,0,0,0
"44391",23,8.701389,2.163483,13,8,5,0,0,1,0,0,0,0,0,1
"4440",17,13.01283,2.565936,8,8,8,0,1,1,0,0,0,0,0,1
"4441",30,8.390625,2.127115,13,5,8,0,0,1,0,0,0,0,0,0
"4443",33,10.51625,2.352922,13,8,8,1,1,1,0,0,0,0,0,1
"44441",25,12.80347,2.549716,8,8,8,0,1,1,0,0,0,0,1,0
"4445",20,53.7,3.983413,13,5,5,1,0,1,0,0,0,0,0,1
"44461",25,4.363125,1.473189,11,8,8,1,0,1,0,0,1,0,1,0
"44471",30,11.82679,2.470367,13,8,8,1,1,1,0,0,0,0,1,0
"4448",39,11.1875,2.414797,8,5,8,1,1,1,0,0,0,0,1,0
"4449",25,9.3975,2.240444,13,5,8,1,0,1,0,0,0,0,1,0
"44551",25,13.98438,2.637941,13,0,5,1,0,1,0,0,1,0,0,1
"44561",26,12.43056,2.520158,13,5,8,1,1,1,0,0,0,0,0,0
"44571",27,9.322917,2.232476,8,8,5,1,0,1,0,0,0,0,0,1
"44601",27,10.18062,2.320486,8,5,5,0,1,0,0,1,0,0,0,1
"4461",2,6.059896,1.801693,8,8,8,1,1,0,0,1,0,0,0,0
"44621",10,8.644886,2.156968,8,8,5,1,1,0,0,1,0,0,1,0
"44631",27,12.30625,2.510107,11,5,5,1,1,0,0,1,0,0,0,1
"44661",18,9.509375,2.252278,8,5,5,1,1,0,0,1,0,0,0,1
"44701",4,8.726251,2.166336,8,8,8,1,1,0,0,1,0,0,0,0
"4475",13,11.1875,2.414797,18,13,5,1,1,0,0,1,0,0,0,0
"44761",5,12.9775,2.563217,16,13,5,1,0,0,0,1,0,0,0,1
"44791",18,10.44167,2.345804,11,5,5,1,1,0,0,1,0,0,0,1
"44801",15,20.88334,3.038951,11,5,5,1,0,0,0,1,0,0,0,1
"44811",6,6.836805,1.922321,5,5,0,0,0,0,0,1,0,0,0,0
"44821",22,16.03542,2.7748,13,8,5,1,1,1,0,0,0,0,0,1
"4483",10,11.1875,2.414797,13,5,0,1,1,0,0,1,0,0,0,1
"4484",10,20.1375,3.002584,11,5,5,0,1,0,0,1,0,0,0,0
"44851",9,15.10312,2.714902,18,5,5,1,1,1,0,0,0,0,1,0
"44861",16,11.80903,2.468864,16,5,5,1,0,1,0,0,0,0,0,1
"44871",14,17.71354,2.874329,13,0,5,1,1,1,0,0,0,0,0,1
"44881",27,12.86563,2.554559,13,0,0,1,0,1,0,0,1,0,0,0
"44891",13,7.322727,1.990983,13,5,5,1,1,1,0,0,0,0,1,0
"44901",7,9.115741,2.210003,13,18,13,1,1,1,0,0,0,0,1,0
"4491",3,8.204166,2.104642,18,13,13,1,0,1,0,0,1,0,0,0
"44921",6,6.93625,1.936761,13,5,5,1,1,1,0,0,0,0,1,0
"44931",20,8.95,2.191653,8,5,5,1,1,1,0,0,0,0,0,0
"44941",32,8.390625,2.127115,11,0,0,1,1,1,0,0,0,0,1,0
"44951",10,7.458333,2.009332,13,5,5,1,0,1,0,0,1,0,1,0
"44971",25,8.95,2.191653,8,0,5,1,1,1,0,0,0,0,1,0
"44981",10,7.83125,2.058122,13,5,5,1,0,1,0,0,0,0,0,0
"44991",25,9.012153,2.198574,8,5,5,1,1,1,0,0,0,0,0,1
"45001",5,5.59375,1.72165,13,8,8,1,0,1,0,0,0,0,0,0
