"","experience","wage_h","logwage_h","school","school_father","school_mother","married","male","d_north","d_centre","d_south","d_partime","d_agri","d_indu","d_pa"
"2109",22,12.31068,2.510467,16,5,5,1,1,1,0,0,0,0,0,1
"2110",14,16.17975,2.783761,18,5,5,1,0,1,0,0,0,0,0,1
"2114",28,8.863691,2.181963,13,13,5,0,0,1,0,0,0,0,0,1
"2115",17,8.863691,2.181963,13,5,5,0,0,1,0,0,0,0,0,0
"2116",22,11.68083,2.457949,11,0,0,1,1,0,1,0,0,0,0,1
"2117",16,9.06887,2.204848,8,5,5,1,1,0,1,0,0,0,1,0
"2118",10,9.027834,2.200312,13,8,8,1,0,1,0,0,0,0,0,1
"2119",22,12.92622,2.559258,13,18,8,0,0,1,0,0,0,0,1,0
"2120",15,4.554953,1.516215,5,0,0,1,0,1,0,0,0,0,0,0
"2121",23,7.57107,2.024334,11,5,5,1,0,1,0,0,0,0,0,1
"2122",2,4.431846,1.488816,13,5,5,0,0,0,0,1,0,0,0,0
"2123",16,7.38641,1.999642,13,8,8,1,1,0,0,1,0,0,0,1
"2124",16,8.207122,2.105002,13,5,5,1,0,0,0,1,0,0,0,1
"2125",26,8.207122,2.105002,8,5,0,1,1,0,0,1,0,0,0,1
"2128",35,6.818224,1.919599,5,0,0,1,1,0,0,1,0,1,0,0
"2129",19,18.46602,2.915932,18,0,0,1,1,0,0,1,0,0,0,1
"2130",22,13.19002,2.57946,13,8,8,1,0,0,0,1,0,0,0,1
"2131",25,9.233012,2.222785,8,5,0,1,1,0,0,1,0,0,1,0
"2133",26,17.72738,2.87511,5,5,0,1,1,0,0,1,0,0,0,1
"2134",27,6.976053,1.942483,8,0,0,1,0,0,0,1,0,0,0,1
"2135",25,9.43819,2.244764,8,5,5,1,1,0,0,1,0,0,0,1
"2136",23,6.155341,1.81732,18,8,5,1,1,0,0,1,0,0,1,0
"2137",23,7.386409,1.999642,13,5,0,1,0,0,0,1,0,0,0,1
"2138",19,8.535407,2.144223,5,0,0,1,1,0,0,1,0,0,1,0
"2140",16,9.981634,2.300747,13,8,13,0,1,0,0,1,0,0,0,0
"2143",18,7.102317,1.960421,16,5,5,1,1,0,0,1,0,0,0,0
"2144",18,10.2589,2.328146,13,5,5,1,0,0,0,1,0,0,0,1
"2145",6,7.034676,1.950852,13,5,5,1,0,0,0,1,0,0,0,1
"2146",23,10.2589,2.328146,13,5,5,1,1,1,0,0,0,0,0,1
"2147",25,5.170487,1.642967,8,8,8,1,1,1,0,0,0,0,0,0
"2148",15,5.613671,1.725205,8,8,8,1,0,1,0,0,0,0,0,0
"2150",32,30.52224,3.418456,18,8,5,1,1,1,0,0,0,0,0,0
"2151",21,11.81826,2.469646,11,5,5,1,1,1,0,0,0,0,0,1
"2154",33,7.534138,2.019444,5,5,5,0,1,1,0,0,0,0,1,0
"2156",18,9.191977,2.218331,13,0,0,1,1,0,1,0,0,0,1,0
"2157",28,13.95211,2.635631,13,5,5,1,1,0,1,0,0,0,0,1
"2158",22,6.155341,1.81732,8,5,5,0,0,0,1,0,0,0,0,1
"2159",25,11.66275,2.4564,8,5,5,1,1,1,0,0,0,0,1,0
"2162",34,10.34097,2.336114,5,5,5,1,1,0,1,0,0,0,0,1
"2163",18,8.552685,2.146245,8,5,5,1,1,0,1,0,0,0,1,0
"2164",6,6.565698,1.881859,13,5,5,1,0,0,1,0,0,0,0,1
"2165",15,9.027834,2.200312,11,0,13,1,1,1,0,0,0,0,0,1
"2166",31,14.77282,2.692789,13,5,5,0,0,1,0,0,0,0,0,1
"2167",31,21.48774,3.067482,13,5,5,1,1,1,0,0,0,0,0,0
"2168",25,9.233012,2.222785,13,5,5,1,0,1,0,0,0,0,1,0
"2169",33,13.42984,2.597479,18,8,8,1,1,1,0,0,0,0,0,1
"2170",24,8.863691,2.181963,8,5,5,1,1,1,0,0,0,0,1,0
"2171",7,11.81826,2.469646,13,5,5,1,1,0,1,0,0,0,0,1
"2173",28,10.33339,2.33538,8,5,5,1,1,1,0,0,0,0,0,1
"2174",27,8.352059,2.122508,8,5,5,1,0,1,0,0,1,0,1,0
"2175",11,8.863691,2.181963,11,5,5,1,1,1,0,0,0,0,0,1
"2176",8,35.45477,3.568258,11,5,5,1,0,1,0,0,1,0,0,0
"2177",23,10.77185,2.376936,13,5,5,1,1,1,0,0,0,0,1,0
"2178",15,8.679031,2.16091,13,5,5,1,0,1,0,0,0,0,1,0
"2180",15,4.727302,1.553355,8,5,5,1,0,1,0,0,0,0,0,0
"2181",11,9.109905,2.209362,13,0,0,0,1,1,0,0,1,0,0,0
"2183",5,6.647768,1.894281,8,5,5,1,1,1,0,0,0,0,0,0
"2184",25,6.401555,1.856541,8,5,5,1,1,1,0,0,0,0,1,0
"2186",21,11.48997,2.441474,13,5,0,1,1,1,0,0,0,0,0,0
"2188",4,14.77282,2.692789,18,18,13,1,1,1,0,0,0,0,0,1
"2189",11,9.848546,2.287324,13,5,5,1,1,1,0,0,0,0,0,1
"2190",15,7.681866,2.038862,8,5,5,1,1,1,0,0,0,0,1,0
"2191",33,19.20466,2.955153,13,5,5,1,1,1,0,0,0,0,0,0
"2194",17,6.278448,1.837123,8,0,0,0,0,1,0,0,0,0,1,0
"2197",33,12.92622,2.559258,13,5,5,1,1,1,0,0,0,0,0,0
"2201",5,7.775168,2.050935,13,13,8,1,0,1,0,0,0,0,0,1
"2202",17,15.36373,2.73201,18,8,5,1,1,1,0,0,0,0,0,1
"2203",30,6.976053,1.942483,8,5,0,0,0,1,0,0,0,0,0,1
"2206",32,10.49648,2.35104,18,13,8,0,0,1,0,0,0,0,0,1
"2209",17,14.73589,2.690286,8,5,8,1,1,1,0,0,0,0,0,0
"2210",11,11.13643,2.410222,13,8,5,1,0,1,0,0,1,0,0,0
"2211",11,10.34097,2.336114,11,5,5,1,1,1,0,0,0,0,1,0
"2212",7,8.014255,2.081222,13,5,5,1,0,1,0,0,0,0,0,0
"2213",10,26.85967,3.290626,18,5,5,1,1,1,0,0,0,0,0,0
"2214",29,8.125051,2.094952,13,5,5,1,1,1,0,0,0,0,0,0
"2215",24,8.617478,2.153793,5,5,5,1,0,1,0,0,0,0,0,1
"2216",18,6.446321,1.86351,8,8,8,1,1,1,0,0,0,0,1,0
"2218",15,11.07961,2.405107,18,13,13,0,0,1,0,0,0,0,0,1
"2219",12,42.25026,3.743611,5,5,5,1,0,1,0,0,1,0,0,0
"2223",0,8.207122,2.105002,8,5,5,1,1,0,0,1,0,0,0,1
"2224",20,12.31068,2.510467,5,8,5,1,1,0,0,1,0,0,0,1
"2225",15,11.48997,2.441475,8,5,5,1,0,0,0,1,0,0,0,1
"2227",35,6.241516,1.831223,5,5,5,1,1,1,0,0,0,0,1,0
"2228",29,8.001944,2.079684,5,5,5,1,0,1,0,0,0,0,0,1
"2235",28,16.84101,2.823817,13,8,13,0,0,1,0,0,1,0,0,0
"2237",15,9.602332,2.262006,5,0,0,1,1,0,0,1,0,0,0,0
"2238",26,8.207122,2.105002,13,8,5,1,1,0,0,1,0,0,0,1
"2239",16,11.81826,2.469646,13,5,5,1,0,0,0,1,0,0,0,1
"2240",35,11.57707,2.449026,0,0,0,1,1,0,0,1,1,1,0,0
"2241",40,7.59745,2.027813,5,0,0,1,1,0,0,1,0,1,0,0
"2242",30,9.233012,2.222785,8,0,5,1,1,0,0,1,0,0,0,1
"2243",30,8.617478,2.153793,5,5,0,1,0,0,0,1,0,0,0,1
"2247",12,6.155341,1.81732,13,5,5,1,1,0,0,1,0,0,0,1
"2248",12,8.617478,2.153793,13,5,5,1,0,0,0,1,1,0,0,0
"2249",29,9.848546,2.287324,5,0,0,1,1,0,0,1,0,0,0,1
"2250",35,12.31068,2.510467,13,5,0,1,1,0,0,1,0,0,0,1
"2251",33,4.220806,1.440026,5,0,0,1,1,0,0,1,0,1,0,0
"2252",26,3.545477,1.265673,5,0,0,1,0,0,0,1,0,1,0,0
"2253",0,4.000972,1.386537,8,5,5,1,1,0,0,1,0,0,0,0
"2254",25,11.95895,2.48148,18,13,5,1,1,0,0,1,0,0,0,1
"2255",25,23.80065,3.169713,18,13,5,1,0,0,0,1,0,0,0,1
"2256",31,8.592354,2.150873,8,5,0,1,1,0,0,1,0,0,1,0
"2257",18,9.027834,2.200312,13,5,5,1,1,0,0,1,0,0,0,1
"2258",17,10.2589,2.328146,13,0,5,0,0,0,0,1,0,0,0,1
"2259",28,9.848546,2.287324,8,5,8,1,1,0,0,1,0,0,1,0
"2260",18,10.34097,2.336114,13,5,5,1,1,0,0,1,0,0,1,0
"2261",23,11.07961,2.405107,8,5,5,1,1,0,0,1,0,0,1,0
"2263",10,9.233012,2.222785,8,5,5,1,1,0,0,1,0,0,1,0
"2265",19,22.15923,3.098254,18,5,5,1,1,0,0,1,0,0,0,1
"2266",20,19.94331,2.992893,18,5,5,1,0,0,0,1,0,0,0,1
"2267",20,6.647768,1.894281,0,0,0,0,1,0,0,1,0,0,1,0
"2268",30,11.07961,2.405107,18,13,8,1,1,0,0,1,0,0,0,1
"2270",20,14.06935,2.643999,13,0,0,1,1,0,1,0,0,0,0,1
"2271",20,11.48997,2.441475,13,0,5,1,0,0,1,0,0,0,0,1
"2272",13,6.463109,1.86611,5,5,0,1,1,0,0,1,0,0,0,0
"2273",35,10.93189,2.391684,8,0,0,1,1,0,0,1,0,0,0,1
"2276",23,8.863691,2.181963,8,0,0,1,1,0,0,1,0,0,0,0
"2277",11,10.69086,2.369389,13,5,5,1,1,0,0,1,0,0,0,1
"2278",10,9.602332,2.262006,8,5,5,1,1,0,0,1,0,0,0,1
"2279",12,17.45879,2.859843,18,13,8,1,1,0,0,1,0,0,0,1
"2280",15,18.13028,2.897583,18,8,5,1,0,0,0,1,0,0,0,1
"2283",20,6.647768,1.894281,13,0,0,1,1,0,0,1,0,0,1,0
"2284",25,20.10745,3.00109,18,5,5,1,1,0,0,1,0,0,0,1
"2285",25,14.36246,2.664618,18,5,5,1,0,0,0,1,0,0,0,1
"2287",2,4.190109,1.432727,8,0,0,1,1,0,0,1,0,0,0,0
"2288",30,10.66926,2.367367,13,0,0,1,1,0,0,1,0,0,0,1
"2289",23,15.38835,2.733611,13,8,5,1,0,0,0,1,0,0,0,1
"2290",12,7.386409,1.999642,8,0,0,1,1,0,0,1,0,0,1,0
"2291",18,7.386409,1.999642,8,0,0,1,0,0,0,1,0,0,1,0
"2292",17,12.00292,2.48515,8,0,0,1,1,0,0,1,0,0,0,0
"2293",6,18.29557,2.906659,18,5,5,1,1,0,0,1,0,0,0,0
"2294",8,11.20272,2.416157,13,5,8,1,0,0,0,1,0,0,0,1
"2299",36,12.82903,2.55171,8,5,5,1,1,1,0,0,0,0,0,1
"2303",23,18.05567,2.89346,18,5,5,1,1,1,0,0,0,0,0,1
"2304",29,14.36246,2.664618,13,5,5,1,0,1,0,0,0,0,0,0
"2305",34,11.97796,2.483068,8,5,5,1,1,1,0,0,0,0,0,1
"2307",15,19.69709,2.980471,8,18,5,1,0,1,0,0,1,0,0,0
"2308",28,14.77282,2.692789,18,5,5,1,1,1,0,0,0,0,1,0
"2309",10,14.22568,2.655049,18,13,8,1,0,1,0,0,0,0,0,1
"2310",21,7.38641,1.999642,8,5,5,1,0,1,0,0,0,0,0,1
"2313",38,13.29554,2.587428,11,5,5,0,1,1,0,0,0,0,1,0
"2314",34,15.59353,2.746856,8,0,0,1,1,1,0,0,0,0,0,1
"2318",20,12.31068,2.510467,13,0,0,1,1,1,0,0,0,0,0,0
"2319",10,7.017089,1.948349,13,0,0,1,0,1,0,0,0,0,0,1
"2320",19,7.75573,2.048432,5,0,0,1,1,1,0,0,0,0,1,0
"2321",19,9.766475,2.278955,8,0,0,1,0,1,0,0,0,0,1,0
"2322",32,6.565698,1.881859,8,5,5,1,1,1,0,0,0,0,0,1
"2324",0,17.49413,2.861865,13,8,5,1,1,1,0,0,0,0,1,0
"2325",0,14.77282,2.692789,11,5,5,1,0,1,0,0,0,0,0,0
"2326",31,10.66926,2.367367,13,5,5,1,1,1,0,0,0,0,0,1
"2329",36,8.125051,2.094952,5,5,0,1,1,1,0,0,0,1,0,0
"2330",35,6.832429,1.92168,5,5,5,1,0,1,0,0,0,0,1,0
"2331",11,7.090953,1.95882,5,0,5,1,0,1,0,0,0,0,1,0
"2334",16,8.207122,2.105002,8,0,5,0,0,1,0,0,0,0,1,0
"2336",10,8.863691,2.181963,8,5,0,1,1,1,0,0,0,0,1,0
"2337",4,6.647768,1.894281,8,5,5,1,0,1,0,0,0,0,0,0
"2338",16,9.027834,2.200312,13,5,5,0,1,1,0,0,0,0,0,1
"2339",14,7.386409,1.999642,13,5,5,1,0,1,0,0,1,0,1,0
"2340",22,12.31068,2.510467,13,5,5,1,1,1,0,0,0,0,0,1
"2341",13,11.48997,2.441475,13,5,5,1,0,1,0,0,0,0,0,1
"2342",6,11.5228,2.444328,5,0,0,0,1,1,0,0,1,0,0,0
"2343",29,10.49648,2.35104,8,5,5,1,1,1,0,0,0,0,1,0
"2344",20,10.60613,2.361432,11,5,5,1,0,1,0,0,0,0,1,0
"2347",29,10.71029,2.371205,5,0,0,1,1,1,0,0,0,0,0,0
"2348",17,66.47768,4.196867,5,5,5,1,0,1,0,0,1,0,0,0
"2351",10,12.66242,2.538638,18,5,5,1,0,1,0,0,0,0,0,1
"2352",30,10.66926,2.367367,8,0,0,1,1,1,0,0,0,0,0,1
"2353",24,9.330201,2.233257,8,5,8,1,0,1,0,0,0,0,0,0
"2354",12,9.602332,2.262006,13,8,8,1,1,1,0,0,0,0,1,0
"2355",15,8.642099,2.156646,13,8,8,1,0,1,0,0,0,0,1,0
"2357",36,14.77282,2.692789,13,0,5,1,1,0,1,0,0,0,0,1
"2360",16,9.007816,2.198093,13,13,13,1,0,0,1,0,0,0,1,0
"2361",23,6.612596,1.888976,5,0,0,0,0,0,1,0,0,0,0,1
"2362",22,19.20466,2.955153,18,5,13,1,1,0,1,0,0,0,0,1
"2363",29,11.73618,2.462677,13,5,5,1,0,0,1,0,0,0,0,1
"2365",20,1.846602,0.6133474,5,5,5,1,0,0,1,0,0,0,1,0
"2366",19,8.863691,2.181963,11,5,5,1,0,0,1,0,1,0,0,0
"2367",22,9.971653,2.299746,13,5,5,1,1,0,1,0,0,0,1,0
"2368",29,7.386409,1.999642,8,5,5,1,1,0,1,0,0,0,1,0
"2369",31,12.12129,2.494963,8,5,5,1,0,0,1,0,0,0,1,0
"2370",26,12.31068,2.510467,13,13,13,1,0,0,1,0,0,0,0,1
"2373",25,6.278448,1.837123,5,5,5,1,0,0,1,0,0,0,1,0
"2374",22,12.31068,2.510467,8,5,5,1,1,0,1,0,0,0,0,1
"2375",8,9.602332,2.262006,8,5,5,1,0,0,1,0,1,0,0,0
"2376",23,8.789827,2.173595,8,5,0,1,1,0,1,0,0,0,0,0
"2377",13,7.4455,2.00761,11,5,5,1,0,0,1,0,1,0,0,0
"2378",30,3.832947,1.343634,8,5,5,1,0,0,1,0,0,0,0,1
"2379",10,7.287924,1.986219,8,5,0,0,0,0,1,0,0,0,0,0
"2381",26,9.848546,2.287324,8,0,0,1,1,0,1,0,0,0,0,1
"2382",20,5.909128,1.776498,8,0,0,1,0,0,1,0,0,0,1,0
"2384",10,7.75573,2.048432,8,5,5,1,1,0,1,0,0,0,1,0
"2385",4,12.66242,2.538638,18,13,13,0,1,1,0,0,0,0,0,1
"2389",17,10.19324,2.321725,8,5,5,1,1,1,0,0,0,0,1,0
"2390",10,5.170487,1.642967,5,0,0,1,1,1,0,0,0,0,0,0
"2392",21,16.49632,2.803137,13,5,5,0,0,1,0,0,0,0,0,1
"2398",11,11.63919,2.454378,13,5,5,0,1,1,0,0,0,0,1,0
"2399",27,5.909128,1.776498,5,5,0,1,1,1,0,0,0,0,0,0
"2400",15,4.801166,1.568859,5,0,0,1,0,1,0,0,0,0,1,0
"2403",25,7.017089,1.948349,5,5,5,1,1,1,0,0,0,0,0,0
"2404",20,11.07961,2.405107,13,8,8,1,1,1,0,0,0,0,0,0
"2405",28,4.595988,1.525184,5,5,5,1,1,1,0,0,0,0,1,0
"2406",33,7.017089,1.948349,8,5,5,1,1,1,0,0,0,0,1,0
"2407",35,25.26929,3.22959,18,5,5,0,1,1,0,0,0,0,0,1
"2410",34,12.77649,2.547607,8,5,0,0,1,1,0,0,0,0,0,0
"2412",28,29.54564,3.385936,18,5,5,1,1,1,0,0,0,0,0,1
"2418",22,10.34097,2.336114,8,0,0,1,1,1,0,0,0,0,1,0
"2419",25,11.90033,2.476566,8,0,0,1,0,1,0,0,0,0,0,1
"2421",14,17.23496,2.84694,18,5,8,1,1,1,0,0,0,0,1,0
"2422",36,24.00583,3.178297,13,8,0,1,1,1,0,0,0,0,1,0
"2427",19,10.53535,2.354736,13,8,13,1,1,1,0,0,0,0,0,1
"2428",14,9.602332,2.262006,18,18,13,1,0,1,0,0,0,0,0,1
"2429",23,6.795497,1.91626,5,5,5,0,0,1,0,0,1,0,0,0
"2431",23,12.92622,2.559258,13,13,13,1,0,1,0,0,0,0,0,1
"2432",24,7.386409,1.999642,13,5,5,0,0,1,0,0,0,0,0,1
"2435",22,10.71029,2.371205,8,5,5,1,1,1,0,0,0,0,0,0
"2436",10,7.575805,2.02496,13,5,5,1,0,1,0,0,0,0,0,0
"2437",8,10.63643,2.364285,8,13,13,1,1,1,0,0,0,0,0,0
"2438",2,9.124388,2.210951,8,0,0,1,1,1,0,0,0,0,0,0
"2439",9,5.107624,1.630734,8,5,8,1,0,1,0,0,0,0,0,0
"2442",15,8.272779,2.112971,13,18,13,1,1,1,0,0,0,0,0,0
"2443",10,8.272779,2.112971,13,8,8,1,0,1,0,0,0,0,0,0
"2444",29,8.125051,2.094952,13,5,5,1,0,0,1,0,0,0,0,0
"2445",30,12.97126,2.562736,13,18,8,1,1,0,1,0,0,0,1,0
"2446",14,14.77282,2.692789,13,13,5,1,1,0,1,0,0,0,0,0
"2447",11,12.18758,2.500417,18,5,5,1,1,0,1,0,0,0,0,1
"2448",18,8.652651,2.157866,13,5,0,1,0,0,1,0,0,0,0,1
"2449",36,9.993378,2.301923,8,8,5,1,0,0,1,0,1,0,0,0
"2451",22,8.125051,2.094952,5,5,0,1,0,0,1,0,0,0,0,0
"2454",19,7.85914,2.061677,8,5,5,1,1,0,1,0,0,0,1,0
"2455",23,16.97594,2.831797,13,5,5,1,1,0,1,0,0,0,1,0
"2456",11,12.47824,2.523986,13,18,13,1,0,0,1,0,0,0,0,1
"2457",15,8.125051,2.094952,11,5,5,0,1,0,1,0,0,0,0,0
"2459",35,9.643368,2.26627,5,5,5,1,1,0,1,0,0,0,0,1
"2460",34,10.71029,2.371205,8,0,0,1,1,0,1,0,0,0,0,1
"2461",25,10.34097,2.336114,8,0,0,1,0,0,1,0,0,0,0,1
"2463",35,6.401555,1.856541,5,0,0,1,0,0,1,0,0,1,0,0
"2465",37,5.909128,1.776498,5,0,0,1,1,0,1,0,0,0,0,0
"2466",26,5.153309,1.639639,5,0,0,1,0,0,1,0,0,0,1,0
"2467",37,8.44161,2.133173,8,0,0,1,1,0,1,0,0,0,0,1
"2468",18,2.954564,1.083351,5,5,5,1,0,0,1,0,0,0,1,0
"2470",35,8.494371,2.139404,5,5,5,1,1,0,1,0,0,0,1,0
"2471",30,7.386409,1.999642,8,0,0,1,1,0,1,0,0,0,1,0
"2475",26,13.92866,2.633949,18,13,13,1,1,1,0,0,0,0,0,1
"2476",20,10.49648,2.35104,13,5,8,1,0,1,0,0,0,0,0,1
"2477",23,15.36373,2.73201,18,5,5,1,0,1,0,0,0,0,0,1
"2479",30,12.31068,2.510467,13,5,5,1,1,0,1,0,0,0,0,1
"2480",25,7.75573,2.048432,5,0,0,1,1,0,1,0,0,0,1,0
"2482",16,18.19443,2.901116,18,18,13,1,1,0,1,0,0,0,0,1
"2483",18,12.8187,2.550905,18,5,5,1,0,0,1,0,0,0,0,1
"2484",20,21.33852,3.060514,18,18,8,1,1,0,1,0,0,0,0,1
"2485",24,16.61942,2.810572,13,8,8,1,1,0,1,0,0,0,0,0
"2486",17,16.00389,2.772832,13,5,5,1,0,0,1,0,0,0,0,1
"2487",10,9.602332,2.262006,8,5,5,1,1,0,1,0,0,0,0,0
"2488",30,6.07327,1.803897,5,0,0,1,1,0,1,0,0,0,1,0
"2489",10,6.50004,1.871808,5,5,0,1,0,0,1,0,0,0,0,0
"2493",23,9.43819,2.244764,8,0,0,1,1,0,0,1,0,0,0,1
"2494",14,7.38641,1.999642,13,0,0,1,0,0,0,1,0,0,0,1
"2495",17,11.81825,2.469645,13,13,5,1,1,0,0,1,0,0,0,1
"2496",25,7.386409,1.999642,8,0,0,1,1,0,0,1,0,0,0,0
"2497",20,9.233012,2.222785,8,5,5,1,1,0,1,0,0,0,1,0
"2500",4,6.331208,1.845491,13,8,8,0,0,0,0,1,0,0,0,0
"2502",22,3.877865,1.355285,5,0,0,0,0,0,0,1,0,0,0,0
"2504",27,6.565698,1.881859,5,5,0,1,1,0,0,1,0,0,1,0
"2505",32,9.602332,2.262006,5,5,0,1,1,0,0,1,0,0,0,0
"2506",14,7.75573,2.048432,8,5,5,0,1,0,0,1,0,0,1,0
"2507",10,13.57502,2.608232,13,8,5,1,1,0,0,1,0,0,0,0
"2508",5,11.17943,2.414076,13,8,5,1,0,0,0,1,0,0,0,0
"2509",15,12.84593,2.553027,13,8,8,1,1,0,0,1,0,0,0,0
"2510",11,8.863691,2.181963,13,5,5,1,1,1,0,0,0,0,1,0
"2511",4,9.971653,2.299746,13,8,5,1,0,1,0,0,0,0,1,0
"2512",13,5.909127,1.776498,5,0,5,1,0,1,0,0,1,0,1,0
"2513",36,18.46602,2.915932,18,5,5,0,0,0,0,1,0,0,0,1
"2514",16,9.43819,2.244764,8,5,5,1,1,0,0,1,0,0,0,1
"2515",29,8.617478,2.153793,8,5,0,1,1,0,0,1,0,0,0,1
"2516",20,15.55034,2.744082,18,18,13,1,1,0,0,1,0,0,0,1
"2517",24,8.535407,2.144223,5,5,0,1,1,0,0,1,0,0,0,1
"2518",23,6.524662,1.875589,5,5,5,1,1,0,1,0,0,0,1,0
"2519",22,8.346643,2.12186,8,5,5,1,0,0,1,0,0,0,0,1
"2520",5,15.38835,2.733611,18,13,8,1,0,0,0,1,0,0,0,1
"2521",20,12.31068,2.510467,13,5,5,1,1,0,0,1,0,0,0,1
"2522",6,10.2589,2.328146,8,5,0,1,1,0,0,1,0,0,0,1
"2523",10,4.431846,1.488816,13,5,5,1,1,0,0,1,0,0,0,0
"2524",15,12.31068,2.510467,13,5,5,1,0,0,0,1,0,0,0,1
"2525",7,12.31068,2.510467,13,5,5,1,1,0,0,1,0,0,1,0
"2526",4,10.2589,2.328146,13,5,5,1,0,0,0,1,0,0,0,1
"2527",21,6.565697,1.881859,13,5,5,1,1,0,0,1,0,1,0,0
"2528",10,6.913679,1.933502,0,0,0,1,1,0,0,1,0,0,0,0
"2529",15,5.427405,1.691461,5,8,8,1,1,0,0,1,0,0,0,0
"2533",10,5.982992,1.788921,5,0,0,1,1,0,0,1,0,0,0,0
"2534",16,7.57107,2.024334,8,5,5,0,0,0,0,1,0,0,0,1
"2536",10,4.969039,1.603226,8,5,5,1,1,0,0,1,0,0,0,0
"2537",23,9.454604,2.246502,0,0,0,1,1,0,0,1,0,0,1,0
"2538",18,9.43819,2.244764,13,5,5,1,1,0,1,0,0,0,0,1
"2539",25,8.333385,2.12027,8,5,5,1,1,0,1,0,0,0,1,0
"2540",17,15.36373,2.73201,18,5,5,1,1,0,1,0,0,0,0,1
"2541",23,15.95465,2.76975,18,5,5,1,0,0,1,0,0,0,0,1
"2542",11,12.1728,2.499204,13,5,5,0,0,0,0,1,0,0,0,1
"2543",10,7.123782,1.963439,5,5,0,1,1,0,0,1,0,0,0,0
"2544",12,10.41484,2.343231,13,5,5,1,1,0,0,1,0,0,1,0
"2545",20,5.979474,1.788333,8,5,5,1,1,0,0,1,0,0,0,0
"2546",0,3.900024,1.360983,5,5,0,1,0,0,0,1,0,0,0,0
"2548",1,4.963667,1.602145,8,0,0,1,1,0,0,1,0,0,0,0
"2549",6,7.386409,1.999642,8,5,5,1,1,0,0,1,0,0,0,0
"2550",8,7.57107,2.024334,13,8,5,1,1,0,0,1,0,0,1,0
"2551",10,6.50004,1.871808,13,8,8,1,1,0,0,1,0,0,1,0
"2553",16,6.976053,1.942483,11,5,5,1,0,0,0,1,0,0,0,1
"2556",18,9.949042,2.297476,5,0,5,1,1,0,0,1,0,1,0,0
"2557",20,12.31068,2.510467,5,5,5,1,0,0,0,1,1,1,0,0
"2560",29,7.38641,1.999642,5,0,0,1,1,0,0,1,0,0,0,1
"2561",15,9.848546,2.287324,13,5,5,1,0,0,0,1,0,0,0,1
"2562",0,5.613671,1.725205,8,8,5,0,1,0,0,1,0,0,0,0
"2565",16,13.1314,2.575006,8,5,5,1,0,0,0,1,0,0,0,1
"2566",18,12.31068,2.510467,5,0,0,1,1,0,0,1,0,0,0,1
"2571",29,9.5654,2.258152,8,0,0,1,1,0,0,1,0,0,0,1
"2573",0,3.798725,1.334665,5,0,0,0,0,0,0,1,1,0,0,0
"2574",14,5.909128,1.776498,8,13,13,0,0,0,0,1,1,0,0,0
"2575",36,25.39078,3.234386,18,5,5,0,1,0,0,1,0,0,0,1
"2576",13,4.727302,1.553355,8,5,5,1,0,0,1,0,1,0,0,0
"2577",20,9.602332,2.262006,8,5,5,1,1,0,1,0,0,0,1,0
"2578",35,12.31068,2.510467,11,0,5,1,1,0,1,0,0,0,0,1
"2579",24,20.40056,3.015562,13,0,0,1,1,0,1,0,0,0,0,0
"2580",12,9.417673,2.242588,13,5,5,1,1,0,1,0,0,0,0,1
"2581",13,6.699302,1.902003,13,5,5,1,1,0,1,0,0,0,0,1
"2582",18,36.93205,3.60908,13,8,8,1,1,0,1,0,0,0,0,1
"2584",28,18.46602,2.915932,8,0,0,1,1,0,1,0,0,0,1,0
"2585",7,8.207122,2.105002,8,5,5,1,0,0,1,0,0,0,0,1
"2586",18,4.103561,1.411855,8,8,5,0,0,0,1,0,0,0,0,1
"2587",26,7.91401,2.068635,11,8,0,1,1,0,1,0,0,0,1,0
"2588",28,8.207122,2.105002,8,5,0,1,0,0,1,0,0,0,0,1
"2590",10,19.69709,2.980471,18,18,13,1,0,0,1,0,0,0,0,1
"2591",26,9.233012,2.222785,13,5,5,1,1,0,1,0,0,0,0,1
"2592",25,8.617478,2.153793,11,5,5,1,0,0,1,0,0,0,0,1
"2593",23,10.66926,2.367367,8,5,5,1,1,0,1,0,0,0,0,1
"2594",22,10.66926,2.367367,11,5,5,1,0,0,1,0,0,0,0,1
"2596",35,17.07081,2.83737,18,13,13,1,1,0,1,0,0,0,0,1
"2597",26,8.863691,2.181963,13,0,0,1,0,0,1,0,1,0,1,0
"2599",27,11.07961,2.405107,8,5,5,1,1,0,1,0,0,0,1,0
"2601",7,7.386409,1.999642,13,5,5,0,1,0,1,0,0,0,1,0
"2605",26,10.49648,2.35104,13,5,5,1,1,1,0,0,0,0,0,1
"2606",20,9.602332,2.262006,8,5,5,1,0,1,0,0,0,0,0,1
"2607",23,12.80311,2.549688,18,5,5,1,1,0,1,0,0,0,0,1
"2609",28,15.59353,2.746856,8,5,5,1,1,0,1,0,0,0,0,1
"2610",30,7.201749,1.974324,8,5,5,1,0,0,1,0,0,0,0,0
"2611",34,27.69904,3.321398,13,13,8,1,1,0,1,0,0,0,1,0
"2612",25,24.62136,3.203614,18,8,18,1,0,0,1,0,0,0,0,1
"2613",28,10.3021,2.332347,5,0,0,1,1,0,1,0,0,0,0,1
"2615",18,11.81826,2.469646,13,5,5,1,1,0,1,0,0,0,1,0
"2616",3,8.4123,2.129695,13,8,8,1,0,0,1,0,0,0,0,1
